condition,eval_cell,seed,episode,instance,success,flagged,failure_mode,regrasp,notes,source
randomized,distractors,2000,9,-,0,,contact_no_grasp,,,registered
randomized,distractors,2000,10,-,0,,contact_no_grasp,,,registered
randomized,distractors,2000,11,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,12,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,13,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,14,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,15,-,0,,timeout_other,,missed cube,registered
recovery,in_distribution,2000,1,-,1,,success_after_drop,Succeeded,"Deliberate drop, cube landed in front of it and it picked it up",registered
recovery,in_distribution,2000,2,-,0,,deliberate_drop,Failed,,registered
recovery,in_distribution,2000,3,-,1,,success_after_missed_grasp,,"bumped the cube out of place with first grasp attempt but still got it, no drop",registered
recovery,in_distribution,2000,4,-,1,,success,,,registered
recovery,in_distribution,2000,5,-,1,,success_after_drop,Succeeded,"Deliberate drop, cube landed in front of it and it picked it up",registered
recovery,in_distribution,2000,6,-,1,,success,,,registered
recovery,in_distribution,2000,7,-,1,,success,,,registered
recovery,in_distribution,2000,8,-,0,,deliberate_drop,Failed,"Cube landed in front of it but a ~2 inches to the left, it missed on attempt (note on seed one, the drops seemed a bit more erratic)",registered
recovery,in_distribution,2000,9,-,1,,success,,,registered
recovery,in_distribution,2000,10,-,1,,success_after_missed_grasp,,"bumped cube out of place a few times but picked it up, no drop",registered
recovery,in_distribution,2000,11,-,0,,deliberate_drop,Failed,,registered
recovery,in_distribution,2000,12,-,0,,deliberate_drop,Failed,"Dropped the cube, infront of it but a bit to the left, hit it with the claw twice but didn't grab it",registered
recovery,in_distribution,2000,13,-,0,,deliberate_drop,Failed,"Cube landed ~4-5 inches to the right of the claw, it went down to where it normally goes then to the right and ended by T5",registered
recovery,in_distribution,2000,14,-,0,,deliberate_drop,Succeeded,"Dropped the cube twice, it dropped it, picked it up, then dropped it again",registered
recovery,in_distribution,2000,15,-,1,,success,,,registered
recovery,new_positions,2000,1,E1,0,,no_departure,,,registered
recovery,new_positions,2000,2,E1,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,3,E1,0,,timeout_other,,went to t6 and t7,registered
recovery,new_positions,2000,4,E2,0,,no_departure,,,registered
recovery,new_positions,2000,5,E2,0,,no_departure,,,registered
recovery,new_positions,2000,6,E2,0,,no_departure,,,registered
recovery,new_positions,2000,7,E3,0,,contact_no_grasp,,"went to t6 at first then moved back and went to the cube and bumped the cube slightly, cube is in a position as if it fell",registered
recovery,new_positions,2000,8,E3,0,,timeout_other,,"went to t6, then t7 and t4, went up then back to t6 and t7",registered
recovery,new_positions,2000,9,E3,0,,contact_no_grasp,,"Went up towards the table, then back and bumped the cube",registered
recovery,new_positions,2000,10,E4,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,11,E4,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,12,E4,0,,no_departure,,,registered
recovery,new_positions,2000,13,E5,0,,timeout_other,,went between t6 and t7,registered
recovery,new_positions,2000,14,E5,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,15,E5,0,,timeout_other,,went to t6,registered
recovery,reduced_lighting,2000,1,-,1,,success_after_missed_grasp,,,registered
recovery,reduced_lighting,2000,2,-,1,,success,,,registered
recovery,reduced_lighting,2000,3,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,4,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,5,-,1,,success_after_drop,Succeeded,,registered
recovery,reduced_lighting,2000,6,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,7,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,9,-,1,,success_after_drop,Succeeded,,registered
recovery,reduced_lighting,2000,10,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,11,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",registered
recovery,reduced_lighting,2000,12,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",registered
recovery,reduced_lighting,2000,13,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,14,-,1,,success_after_drop,Succeeded,"Placed cube in the cup at the last few seconds, ran out of time as it was returning, but it did place cup",registered
recovery,reduced_lighting,2000,15,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,1,-,0,,grasp_drop,,Missed the cup when dropping the cube,registered
recovery,different_object,2000,2,-,1,,success_after_drop,Succeeded,,registered
recovery,different_object,2000,3,-,1,,success,,,registered
recovery,different_object,2000,4,-,0,,grasp_drop,,"May be a deliberate drop but it didn't stop like it usually does, taking conservative approach and saying grasp drop",registered
recovery,different_object,2000,5,-,1,,success,,,registered
recovery,different_object,2000,6,-,1,,success,,,registered
recovery,different_object,2000,7,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,9,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,10,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,11,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,12,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,13,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,14,-,1,,success,,,registered
recovery,different_object,2000,15,-,0,,deliberate_drop,Failed,,registered
recovery,distractors,2000,1,-,1,,success,,,registered
recovery,distractors,2000,2,-,1,,success,,,registered
recovery,distractors,2000,3,-,1,,success,,,registered
recovery,distractors,2000,4,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,5,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,6,-,0,,contact_no_grasp,,claw pushed cube as it tried to close,registered
recovery,distractors,2000,7,-,1,,success,,,registered
recovery,distractors,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,distractors,2000,9,-,1,,success,,,registered
recovery,distractors,2000,10,-,1,,success,,,registered
recovery,distractors,2000,11,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,12,-,1,,success,,,registered
recovery,distractors,2000,13,-,1,,success,,,registered
recovery,distractors,2000,14,-,1,,success,,,registered
recovery,distractors,2000,15,-,0,,deliberate_drop,Succeeded,"Dropped the cube on purpose, picked it up, held over cup, then pulled back and dropped, then failed to pick up",registered
color,in_distribution,2000,1,-,0,,timeout_other,,"Failed a few times, eventually picked up cube and brought it over the cup but ran out of time before releasing",registered
color,in_distribution,2000,2,-,1,,success,,,registered
color,in_distribution,2000,3,-,1,,success,,,registered
color,in_distribution,2000,4,-,1,,success,,,registered
color,in_distribution,2000,5,-,1,,success,,,registered
color,in_distribution,2000,6,-,0,,contact_no_grasp,,while trying to grasp squeezed cube and it landed towards edeg ,registered
color,in_distribution,2000,7,-,1,,success,,,registered
color,in_distribution,2000,8,-,1,,success,,,registered
color,in_distribution,2000,9,-,0,,contact_no_grasp,,,registered
color,in_distribution,2000,10,-,1,,success,,,registered
color,in_distribution,2000,11,-,1,,success,,,registered
color,in_distribution,2000,12,-,1,,success,,,registered
color,in_distribution,2000,13,-,1,,success,,,registered
color,in_distribution,2000,14,-,1,,success,,,registered
color,in_distribution,2000,15,-,1,,success,,,registered
color,new_positions,2000,1,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,2,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,3,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,4,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,5,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,6,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,7,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,8,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,9,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,10,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,11,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,12,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,13,E5,0,,timeout_other,,went to t6,registered
color,new_positions,2000,14,E5,0,,timeout_other,,went to t6,registered
color,new_positions,2000,15,E5,0,,timeout_other,,went to t6,registered
color,reduced_lighting,2000,1,-,0,,contact_no_grasp,,"On grasp attempt, squeezed cube and pushed it up the cube or firmly have it, didn't lift up so not counting as grasp drop",registered
color,reduced_lighting,2000,2,-,1,,success,,,registered
color,reduced_lighting,2000,3,-,1,,success,,,registered
color,reduced_lighting,2000,4,-,1,,success,,,registered
color,reduced_lighting,2000,5,-,1,,success,,,registered
color,reduced_lighting,2000,6,-,1,,success,,,registered
color,reduced_lighting,2000,7,-,1,,success,,,registered
color,reduced_lighting,2000,8,-,1,,success,,,registered
color,reduced_lighting,2000,9,-,1,,success,,,registered
color,reduced_lighting,2000,10,-,1,,success,,"Pushed cup an inch to the left but everything stayed upright, counting as a success",registered
color,reduced_lighting,2000,11,-,1,,success,,,registered
color,reduced_lighting,2000,12,-,1,,success,,,registered
color,reduced_lighting,2000,13,-,1,,success,,,registered
color,reduced_lighting,2000,14,-,1,,success,,,registered
color,reduced_lighting,2000,15,-,1,,success,,,registered
color,different_object,2000,1,-,1,,success,,,registered
color,different_object,2000,2,-,1,,success,,,registered
color,different_object,2000,3,-,1,,success,,,registered
color,different_object,2000,4,-,1,,success,,,registered
color,different_object,2000,5,-,1,,success,,,registered
color,different_object,2000,6,-,1,,success,,,registered
color,different_object,2000,7,-,1,,success,,,registered
color,different_object,2000,8,-,1,,success,,,registered
color,different_object,2000,9,-,1,,success,,,registered
color,different_object,2000,10,-,1,,success,,,registered
color,different_object,2000,11,-,1,,success,,,registered
color,different_object,2000,12,-,1,,success,,,registered
color,different_object,2000,13,-,1,,success,,,registered
color,different_object,2000,14,-,1,,success,,,registered
color,different_object,2000,15,-,1,,success,,,registered
color,distractors,2000,1,-,1,,success,,,registered
color,distractors,2000,2,-,1,,success,,,registered
color,distractors,2000,3,-,1,,success,,,registered
color,distractors,2000,4,-,1,,success,,,registered
color,distractors,2000,5,-,1,,success,,,registered
color,distractors,2000,6,-,1,,success,,,registered
color,distractors,2000,7,-,1,,success,,,registered
color,distractors,2000,8,-,1,,success,,,registered
color,distractors,2000,9,-,1,,success,,,registered
color,distractors,2000,10,-,1,,success,,,registered
color,distractors,2000,11,-,1,,success,,,registered
color,distractors,2000,12,-,1,,success,,,registered
color,distractors,2000,13,-,1,,success,,,registered
color,distractors,2000,14,-,1,,success,,,registered
color,distractors,2000,15,-,1,,success,,,registered
color-slowpace,in_distribution,1000,1,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,2,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,3,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,4,-,0,,no_departure,,,exploratory
color-slowpace,in_distribution,1000,5,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,6,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,7,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,8,-,0,,contact_no_grasp,,bumped cube,exploratory
color-slowpace,in_distribution,1000,9,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,10,-,0,,timeout_other,,"took ~30 seconds to move, didn't have time to pick up cube",exploratory
color-slowpace,in_distribution,1000,11,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,12,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,13,-,0,,no_departure,,,exploratory
color-slowpace,in_distribution,1000,14,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,15,-,0,,timeout_other,,"grabbed cube but took to long to start, didn't have time to put it in the cup",exploratory
color-slowpace,different_object,1000,1,-,1,,success,,,exploratory
color-slowpace,different_object,1000,2,-,1,,success,,,exploratory
color-slowpace,different_object,1000,3,-,1,,success,,,exploratory
color-slowpace,different_object,1000,4,-,1,,success,,barely made it in time,exploratory
color-slowpace,different_object,1000,5,-,1,,success,,,exploratory
color-slowpace,different_object,1000,6,-,1,,success,,,exploratory
color-slowpace,different_object,1000,7,-,1,,success,,,exploratory
color-slowpace,different_object,1000,8,-,0,,timeout_other,,"Took too long to start, had picked up cube but didn't make it to cup",exploratory
color-slowpace,different_object,1000,9,-,1,,success,,,exploratory
color-slowpace,different_object,1000,10,-,1,,success,,,exploratory
color-slowpace,different_object,1000,11,-,1,,success,,,exploratory
color-slowpace,different_object,1000,12,-,1,,success,,,exploratory
color-slowpace,different_object,1000,13,-,1,,success,,,exploratory
color-slowpace,different_object,1000,14,-,1,,success,,,exploratory
color-slowpace,different_object,1000,15,-,1,,success,,,exploratory
clean,near_1in,1000,1,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,2,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,3,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,4,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,5,-,0,,timeout_other,,"took  40 seconds to move, ran out of time before getting to cube",exploratory
clean,near_1in,1000,6,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,7,-,0,,no_departure,,,exploratory
clean,near_1in,1000,8,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,1,-,1,,success,,,exploratory
clean,near_1in,2000,2,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,3,-,1,,success,,,exploratory
clean,near_1in,2000,4,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,5,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,6,-,1,,success,,,exploratory
clean,near_1in,2000,7,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,8,-,0,,contact_no_grasp,,,exploratory
clean,near_2in,1000,1,-,0,,no_departure,,,exploratory
clean,near_2in,1000,2,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,3,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,4,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,5,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,6,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,7,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,8,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,1,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,2,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,3,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,4,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,5,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,6,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,7,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,8,-,0,,contact_no_grasp,,"went to t6, bumped cube at last second",exploratory
density,in_distribution,1000,1,-,1,,success,,,exploratory
density,in_distribution,1000,2,-,1,,success,,,exploratory
density,in_distribution,1000,3,-,1,,success,,,exploratory
density,in_distribution,1000,4,-,1,,success,,,exploratory
density,in_distribution,1000,5,-,1,,success,,,exploratory
density,in_distribution,1000,6,-,1,,success,,,exploratory
density,in_distribution,1000,7,-,1,,success,,,exploratory
density,in_distribution,1000,8,-,1,,success,,,exploratory
density,in_distribution,1000,9,-,1,,success,,,exploratory
density,in_distribution,1000,10,-,1,,success,,,exploratory
density,in_distribution,1000,11,-,1,,success,,,exploratory
density,in_distribution,1000,12,-,1,,success,,,exploratory
density,in_distribution,1000,13,-,1,,success,,,exploratory
density,in_distribution,1000,14,-,1,,success,,,exploratory
density,in_distribution,1000,15,-,1,,success,,,exploratory
density,trained_t2,1000,1,-,1,,success,,,exploratory
density,trained_t2,1000,2,-,1,,success,,,exploratory
density,trained_t2,1000,3,-,1,,success,,,exploratory
density,trained_t2,1000,4,-,1,,success,,,exploratory
density,trained_t2,1000,5,-,1,,success,,,exploratory
density,trained_t2,1000,6,-,1,,success,,,exploratory
density,trained_t2,1000,7,-,1,,success,,,exploratory
density,trained_t2,1000,8,-,1,,success,,,exploratory
density,trained_t2,1000,9,-,1,,success,,,exploratory
density,trained_t2,1000,10,-,1,,success,,,exploratory
density,trained_t2,1000,11,-,1,,success,,,exploratory
density,trained_t2,1000,12,-,1,,success,,,exploratory
density,trained_t2,1000,13,-,1,,success,,,exploratory
density,trained_t2,1000,14,-,1,,success,,,exploratory
density,trained_t2,1000,15,-,1,,success,,,exploratory
density,new_positions,1000,1,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,2,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,3,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,4,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,5,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,6,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,7,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,8,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,9,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,10,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,11,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,12,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,13,E5,0,,timeout_other,,,exploratory
density,new_positions,1000,14,E5,0,,timeout_other,,,exploratory
density,new_positions,1000,15,E5,0,,timeout_other,,,exploratory
density5,in_distribution,1000,1,-,1,,success,,"Failed grasp and moved towards E4, near top middle of the board",density
density5,in_distribution,1000,2,-,1,,success,,,density
density5,in_distribution,1000,3,-,0,,contact_no_grasp,,,density
density5,in_distribution,1000,4,-,1,,success,,,density
density5,in_distribution,1000,5,-,1,,success,,,density
density5,in_distribution,1000,6,-,1,,success,,,density
density5,in_distribution,1000,7,-,1,,success,,,density
density5,in_distribution,1000,8,-,1,,success,,,density
density5,in_distribution,1000,9,-,1,,success,,,density
density5,in_distribution,1000,10,-,1,,success,,,density
density5,in_distribution,1000,11,-,1,,success,,,density
density5,in_distribution,1000,12,-,1,,success,,,density
density5,in_distribution,1000,13,-,1,,success,,,density
density5,in_distribution,1000,14,-,0,,timeout_other,,"Missed getting aligned, and then went to the top",density
density5,in_distribution,1000,15,-,1,,success,,,density
density5,distractors,1000,1,-,1,,success,,"hit corner of cup with cube but got it in wihtout knocking over, it then didn't go back ot home, but was moving around as if tring to gtab something",density
density5,distractors,1000,2,-,0,,contact_no_grasp,,missed and went towa,density
density5,distractors,1000,3,-,0,review,timeout_other,,believe it missed th cube entierely and went to the top ,density
density5,distractors,1000,4,-,0,,contact_no_grasp,,,density
density5,distractors,1000,5,-,1,,success,,took a few seconds to get back to prose position,density
density5,distractors,1000,6,-,0,,contact_no_grasp,,,density
density5,distractors,1000,7,-,0,,timeout_other,,didn't close on the cube,density
density5,distractors,1000,8,-,0,,grasp_drop,,bumped into cube but then dropped cube not on top of cup and couldn't recover,density
density5,distractors,1000,9,-,0,,timeout_other,,didn't make contact,density
density5,distractors,1000,10,-,0,,contact_no_grasp,,,density
density5,distractors,1000,11,-,0,"accidental key press, after failure happened",grasp_drop,,"Dropp[ed cube next to cup, accidentally ended episode early",density
density5,distractors,1000,12,-,1,,success,,,density
density5,distractors,1000,13,-,0,,contact_no_grasp,,,density
density5,distractors,1000,14,-,1,,success,,,density
density5,distractors,1000,15,-,0,,timeout_other,,missed cube and went to the top of board,density
density5,spot_check,1000,1,T1,1,,success,,,density
density5,spot_check,1000,2,T1,1,,success,,,density
density5,spot_check,1000,3,T3,1,,success_after_missed_grasp,,,density
density5,spot_check,1000,4,T3,1,,success,,,density
density5,spot_check,1000,5,T10,0,,contact_no_grasp,,"failed grasp, then shifted left a bit",density
density5,spot_check,1000,6,T10,0,,contact_no_grasp,,"failed grasp, then shifted left a bit",density
density5,new_positions,1000,1,E1,0,,timeout_other,,went to t2 then center,density
density5,new_positions,1000,2,E1,0,,timeout_other,,went to t2 then center,density
density5,new_positions,1000,3,E1,0,,timeout_other,,went to t2 to t3 and bumped cup,density
density5,new_positions,1000,4,E1,0,,timeout_other,,went to t3 after hesitating,density
density5,new_positions,1000,5,E1,0,,timeout_other,,"started aim closer to cup moved to prose, then towards t3",density
density5,new_positions,1000,6,E2,0,,timeout_other,,went to t1,density
density5,new_positions,1000,7,E2,0,,timeout_other,,went to t1,density
density5,new_positions,1000,8,E2,0,,timeout_other,,went to t1,density
density5,new_positions,1000,9,E2,0,,timeout_other,,went to t1,density
density5,new_positions,1000,10,E2,0,,timeout_other,,went to t1,density
density5,new_positions,1000,11,E3,0,,timeout_other,,"aimed to the left of the cube, then T3",density
density5,new_positions,1000,12,E3,0,,timeout_other,,went to T3 and T4 (between them),density
density5,new_positions,1000,13,E3,0,,timeout_other,,"aimed to the right of the cube, then went up by T3 ",density
density5,new_positions,1000,14,E3,0,,timeout_other,,went to center of T3,density
density5,new_positions,1000,15,E3,0,,timeout_other,,went to center of T3,density
density5,new_positions,1000,16,E4,0,,timeout_other,,"went to t9, then t10",density
density5,new_positions,1000,17,E4,0,,timeout_other,,"went to t9, then t10",density
density5,new_positions,1000,18,E4,0,,timeout_other,,"went to t9, then t10",density
density5,new_positions,1000,19,E4,0,,timeout_other,,"went to between E4 and t9, then t10",density
density5,new_positions,1000,20,E4,0,,timeout_other,,"went to between E4 and t9, then t10",density
density5,new_positions,1000,21,E5,0,,timeout_other,,went to t7,density
density5,new_positions,1000,22,E5,0,,timeout_other,,"aimed correctly at E5 but didn't go all the way, barely missed",density
density5,new_positions,1000,23,E5,0,,timeout_other,,went to t7,density
density5,new_positions,1000,24,E5,0,,timeout_other,,went to t7,density
density5,new_positions,1000,25,E5,0,,timeout_other,,went to t7,density
density10,in_distribution,1000,1,-,1,,success_after_missed_grasp,,"Hit the cube then went u, but quickly went back and got it, confirm this is success after recovery",density
density10,in_distribution,1000,2,-,1,,success,,,density
density10,in_distribution,1000,3,-,1,,success,,,density
density10,in_distribution,1000,4,-,0,,contact_no_grasp,,Touched top of cube,density
density10,in_distribution,1000,5,-,1,,success,,,density
density10,in_distribution,1000,6,-,1,,success,,,density
density10,in_distribution,1000,7,-,1,,success,,,density
density10,in_distribution,1000,8,-,1,,success,,,density
density10,in_distribution,1000,9,-,1,,success,,,density
density10,in_distribution,1000,10,-,1,,success,,,density
density10,in_distribution,1000,11,-,1,,success,,,density
density10,in_distribution,1000,12,-,1,,success,,,density
density10,in_distribution,1000,13,-,1,,success,,,density
density10,in_distribution,1000,14,-,0,,contact_no_grasp,,Went to T3 after moving,density
density10,in_distribution,1000,15,-,1,,success,,,density
density10,distractors,1000,1,-,0,,contact_no_grasp,,"closed too high, only touched top of cube, then went to top of board",density
density10,distractors,1000,2,-,1,,success,,,density
density10,distractors,1000,3,-,1,,success,,,density
density10,distractors,1000,4,-,1,,success,,,density
density10,distractors,1000,5,-,0,,contact_no_grasp,,bumped into the cube then went to top of board by T3 and T4,density
density10,distractors,1000,6,-,1,,success,,"took a bit to go back to prose position, went back to E3",density
density10,distractors,1000,7,-,0,,contact_no_grasp,,Bumped cube and went up towards middle ,density
density10,distractors,1000,8,-,1,,success,,,density
density10,distractors,1000,9,-,0,confirm didn't touch cube,timeout_other,,missed the cube went to top of board,density
density10,distractors,1000,10,-,1,,success,,"took a bit to go back to prose, aimed toowards battery at E4 after,, then back to middle. Aslo dropped cube on edge of cup but it rolled int",density
density10,distractors,1000,11,-,1,,success_after_missed_grasp,,"bumped cube, went to cup, then went back and got the cube, it fell on the edge and rolled int",density
density10,distractors,1000,12,-,1,,success,,,density
density10,distractors,1000,13,-,0,"check recording, rerecorded because of doube right click",contact_no_grasp,,went towards t4 after bumping cube,density
density10,distractors,1000,14,-,1,,success,,,density
density10,distractors,1000,15,-,0,,contact_no_grasp,,bumped cube went it went to T4,density
density10,spot_check,1000,1,T1,1,,success,,,density
density10,spot_check,1000,2,T1,1,,success,,,density
density10,spot_check,1000,3,T3,1,,success,,,density
density10,spot_check,1000,4,T3,1,,success,,,density
density10,spot_check,1000,5,T10,1,,success_after_missed_grasp,,,density
density10,spot_check,1000,6,T10,1,,success_after_missed_grasp,,,density
density10,new_positions,1000,1,E1,0,,timeout_other,,went to t1,density
density10,new_positions,1000,2,E1,0,,timeout_other,,Went towards center of the board (near T3),density
density10,new_positions,1000,3,E1,0,,timeout_other,,went to t1,density
density10,new_positions,1000,4,E1,0,,contact_no_grasp,,"went to t2,then towards cube, bumped it",density
density10,new_positions,1000,5,E1,0,,timeout_other,,"went to t2, slightly to cube but then T1, no contact",density
density10,new_positions,1000,6,E2,0,,timeout_other,,went to t1,density
density10,new_positions,1000,7,E2,0,,timeout_other,,went to t1,density
density10,new_positions,1000,8,E2,0,,timeout_other,,went to t1,density
density10,new_positions,1000,9,E2,0,,timeout_other,,went to t1,density
density10,new_positions,1000,10,E2,0,,timeout_other,,went to t1,density
density10,new_positions,1000,11,E3,0,,timeout_other,,went between t4 and e3 then to t3,density
density10,new_positions,1000,12,E3,0,,timeout_other,,went between t4 and e3 then to t3,density
density10,new_positions,1000,13,E3,0,,timeout_other,,"went between t4 and e3, almost bumped cube, then to t3",density
density10,new_positions,1000,14,E3,0,,contact_no_grasp,,"Touched center of cube, but bumped it out of place then went to T3",density
density10,new_positions,1000,15,E3,0,,timeout_other,,went between t4 and e3 then to t3,density
density10,new_positions,1000,16,E4,0,,timeout_other,,"went to between E4 and t9, then t10",density
density10,new_positions,1000,17,E4,0,,timeout_other,,went near t6 and t7,density
density10,new_positions,1000,18,E4,0,,timeout_other,,"went to between E4 and t9, then t10",density
density10,new_positions,1000,19,E4,0,,timeout_other,,"went to t6, then t7",density
density10,new_positions,1000,20,E4,0,cvonfirm,timeout_other,,"went to t9, then rotated counter clockwise",density
density10,new_positions,1000,21,E5,0,,timeout_other,,went between e5 and t7,density
density10,new_positions,1000,22,E5,0,,timeout_other,,went to t7,density
density10,new_positions,1000,23,E5,0,,timeout_other,,went between e5 and t7,density
density10,new_positions,1000,24,E5,0,,timeout_other,,went between e5 and t7,density
density10,new_positions,1000,25,E5,0,,timeout_other,,went between e5 and t7,density
density25,in_distribution,1000,1,-,1,,success,,,density
density25,in_distribution,1000,2,-,1,,success,,,density
density25,in_distribution,1000,3,-,1,,success,,,density
density25,in_distribution,1000,4,-,1,,success,,,density
density25,in_distribution,1000,5,-,1,,success,,,density
density25,in_distribution,1000,6,-,1,,success,,,density
density25,in_distribution,1000,7,-,1,,success,,,density
density25,in_distribution,1000,8,-,1,,success,,,density
density25,in_distribution,1000,9,-,1,,success,,,density
density25,in_distribution,1000,10,-,1,,success,,,density
density25,in_distribution,1000,11,-,1,,success,,,density
density25,in_distribution,1000,12,-,1,,success,,,density
density25,in_distribution,1000,13,-,1,,success,,,density
density25,in_distribution,1000,14,-,1,,success,,,density
density25,in_distribution,1000,15,-,1,,success,,,density
density25,distractors,1000,1,-,1,,success,,Hesitated to drop cube,density
density25,distractors,1000,2,-,0,,contact_no_grasp,,Bumped cube and went to t4,density
density25,distractors,1000,3,-,1,,success,,,density
density25,distractors,1000,4,-,1,,success,,,density
density25,distractors,1000,5,-,0,,contact_no_grasp,,Bumped cube and went to T4 and center of table,density
density25,distractors,1000,6,-,0,,contact_no_grasp,,Bumped cube and went to T4 and center of table,density
density25,distractors,1000,7,-,0,confrim contact,contact_no_grasp,,Bumped cube and went to T4 and center of table,density
density25,distractors,1000,8,-,0,,contact_no_grasp,,"bumped cube, moved as if it went to the cup, then to T4 and cneter",density
density25,distractors,1000,9,-,0,,timeout_other,,"Went to the left of the cube, missed it then T4",density
density25,distractors,1000,10,-,0,,contact_no_grasp,,"bumped cube, moved as if it went to the cup, then to T4 and cneter",density
